year,strategy,label,cost_bps_one_way,observations,start_ts,end_ts,gross_return,net_return,max_drawdown,turnover,average_abs_position,partial_year
2004,tsmom_1m,1M,0.0,249,2004-01-05T00:00:00+00:00,2004-12-30T00:00:00+00:00,-0.06022329839361884,-0.06022329839361884,-0.15461339010548614,7.082689108255717,0.6121221119769235,False
2005,tsmom_1m,1M,0.0,251,2005-01-03T00:00:00+00:00,2005-12-30T00:00:00+00:00,-0.06108604438299703,-0.06108604438299703,-0.15244193941592155,16.15771155952966,0.7995484443923624,False
2006,tsmom_1m,1M,0.0,250,2006-01-03T00:00:00+00:00,2006-12-29T00:00:00+00:00,0.11997932493086938,0.11997932493086938,-0.07370847949550996,5.582820460566657,0.4608896830110364,False
2007,tsmom_1m,1M,0.0,252,2007-01-02T00:00:00+00:00,2007-12-31T00:00:00+00:00,0.01999621861722556,0.01999621861722556,-0.08862139316526407,8.003017032451151,0.5958515453086647,False
2008,tsmom_1m,1M,0.0,255,2008-01-02T00:00:00+00:00,2008-12-31T00:00:00+00:00,0.03758554530915692,0.03758554530915692,-0.1591351851673114,5.669954203024831,0.4168027750250686,False
2009,tsmom_1m,1M,0.0,253,2009-01-02T00:00:00+00:00,2009-12-31T00:00:00+00:00,-0.02542802622202267,-0.02542802622202267,-0.10731295162125476,5.222692089992767,0.4197399875740845,False
2010,tsmom_1m,1M,0.0,258,2010-01-04T00:00:00+00:00,2010-12-31T00:00:00+00:00,0.013973701752084233,0.013973701752084233,-0.08924261750645912,7.03167015598832,0.6021108427564869,False
2011,tsmom_1m,1M,0.0,258,2011-01-03T00:00:00+00:00,2011-12-30T00:00:00+00:00,-0.08363149795890801,-0.08363149795890801,-0.13600413417012291,7.719034454357217,0.6132842828713029,False
2012,tsmom_1m,1M,0.0,258,2012-01-03T00:00:00+00:00,2012-12-31T00:00:00+00:00,0.03565104158694932,0.03565104158694932,-0.05079640467962354,5.5328158759034105,0.5886842832685805,False
2013,tsmom_1m,1M,0.0,258,2013-01-02T00:00:00+00:00,2013-12-31T00:00:00+00:00,0.06469736434597273,0.06469736434597273,-0.15170033353910528,5.037275974426999,0.5723837485006957,False
